Location,Cross_Street,Latitude,Longitude,Date_Reported,Date_Occurred,Time_Occurred,Area_ID,Area_Name,Reporting_District_no,Part 1-2,Modus_Operandi,Victim_Age,Victim_Sex,Victim_Descent,Premise_Code,Premise_Description,Weapon_Used_Code,Weapon_Description,Status,Status_Description,Crime_Category
2800 W  11TH                         ST,,34.0509,-118.2973,12/05/2020 12:00:00 AM,12/05/2020 12:00:00 AM,1850.0,20.0,Olympic,2055.0,2.0,0416 0369 1822,32.0,M,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
PASADENA,AVENUE 34,34.084,-118.2135,08/16/2020 12:00:00 AM,08/16/2020 12:00:00 AM,1910.0,4.0,Hollenbeck,412.0,1.0,0416 0429 0444 0448 0344 1822,30.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Property Crimes
300 W  MANCHESTER                   AV,,33.9622,-118.285,05/01/2020 12:00:00 AM,04/15/2020 12:00:00 AM,1.0,12.0,77th Street,1267.0,1.0,1822 0344 1218,45.0,F,B,221.0,PUBLIC STORAGE,,,IC,Invest Cont,Property Crimes
5400    HERMITAGE                    AV,,34.1687,-118.4003,04/21/2020 12:00:00 AM,04/20/2020 12:00:00 AM,430.0,15.0,N Hollywood,1543.0,1.0,2004 0400 0416 0913 1817,53.0,M,W,504.0,OTHER RESIDENCE,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,Violent Crimes
13300    BRANFORD                     ST,,34.2337,-118.423,05/27/2020 12:00:00 AM,05/25/2020 12:00:00 AM,2200.0,19.0,Mission,1988.0,2.0,0329,0.0,M,O,109.0,PARK/PLAYGROUND,,,IC,Invest Cont,Property Crimes
LA GRANGE,BUNDY,34.0339,-118.4555,02/27/2020 12:00:00 AM,02/26/2020 12:00:00 AM,2105.0,8.0,West LA,881.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
8TH,GRAND,34.0459,-118.2579,07/16/2020 12:00:00 AM,07/16/2020 12:00:00 AM,1645.0,1.0,Central,162.0,1.0,1822 0917 1266 1402 0334 0445 1607 2004,44.0,M,H,108.0,PARKING LOT,219.0,SCREWDRIVER,AO,Adult Other,Violent Crimes
1800 N  SERRANO                      AV,,34.1035,-118.3072,01/19/2024 12:00:00 AM,03/19/2020 12:00:00 AM,1300.0,6.0,Hollywood,639.0,2.0,0929 0928 1822,40.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Fraud and White-Collar Crimes
1100 W  6TH                          ST,,34.0541,-118.2621,06/17/2020 12:00:00 AM,05/15/2020 12:00:00 AM,800.0,2.0,Rampart,249.0,1.0,,0.0,,,108.0,PARKING LOT,,,IC,Invest Cont,Property Crimes
FINLEY                       AV,HOOVER                       ST,34.1077,-118.284,12/28/2020 12:00:00 AM,12/18/2020 12:00:00 AM,1630.0,11.0,Northeast,1143.0,1.0,0344 1822 1300,54.0,F,J,101.0,STREET,,,IC,Invest Cont,Property Crimes
05000 N  SEPULVEDA                    BL,,34.1627,-118.4662,05/27/2020 12:00:00 AM,05/27/2020 12:00:00 AM,1450.0,9.0,Van Nuys,963.0,2.0,0443 0361,43.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,IC,Invest Cont,Crimes against Public Order
5800 S  OLIVE                        ST,,33.9889,-118.2794,07/17/2020 12:00:00 AM,07/16/2020 12:00:00 AM,2100.0,13.0,Newton,1381.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
SHERMAN                      WY,LANKERSHIM,34.2012,-118.3878,05/06/2020 12:00:00 AM,05/02/2020 12:00:00 AM,1200.0,15.0,N Hollywood,1504.0,1.0,0344,0.0,M,O,101.0,STREET,,,IC,Invest Cont,Property Crimes
GRAND                        AV,7TH                          ST,34.0473,-118.2566,08/30/2020 12:00:00 AM,08/19/2020 12:00:00 AM,1600.0,1.0,Central,162.0,1.0,0400 0416 1822,62.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
19500    NORMANDIE                    AV,,33.8481,-118.3041,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1030.0,5.0,Harbor,504.0,1.0,0325,0.0,X,X,406.0,OTHER STORE,,,AA,Adult Arrest,Property Crimes
MAPLE,5TH,34.0454,-118.2465,08/11/2020 12:00:00 AM,08/11/2020 12:00:00 AM,945.0,1.0,Central,155.0,2.0,,68.0,M,O,101.0,STREET,,,IC,Invest Cont,Other Crimes
S  ST ANDREWS                   PL,WILSHIRE                     BL,34.0655,-118.3114,03/19/2021 12:00:00 AM,10/30/2020 12:00:00 AM,2330.0,20.0,Olympic,2022.0,1.0,1822 0344,23.0,M,H,101.0,STREET,,,IC,Invest Cont,Property Crimes
KESTER                       AV,ARCHWOOD                     ST,34.1976,-118.4574,04/12/2020 12:00:00 AM,04/12/2020 12:00:00 AM,445.0,9.0,Van Nuys,914.0,2.0,0416 2004,32.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
300 E  71ST                         ST,,33.9754,-118.2696,12/25/2020 12:00:00 AM,12/25/2020 12:00:00 AM,315.0,13.0,Newton,1395.0,1.0,0416 0913 0602,42.0,F,B,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,Violent Crimes
17200    SATICOY                      ST,,34.2084,-118.5082,08/20/2020 12:00:00 AM,08/20/2020 12:00:00 AM,2000.0,10.0,West Valley,1017.0,2.0,0913 0329 1236 2003 1420 1823 1202,0.0,M,O,210.0,RESTAURANT/FAST FOOD,,,AO,Adult Other,Property Crimes
5600    DENKER                       AV,,33.9921,-118.3108,12/30/2020 12:00:00 AM,12/29/2020 12:00:00 AM,800.0,12.0,77th Street,1213.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
800 S  BURLINGTON                   AV,,34.0534,-118.2745,05/20/2020 12:00:00 AM,05/20/2020 12:00:00 AM,1400.0,2.0,Rampart,266.0,2.0,1300 0329 1307,44.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,AO,Adult Other,Property Crimes
11500    AVIATION                     BL,,33.9299,-118.3785,05/12/2020 12:00:00 AM,05/12/2020 12:00:00 AM,1100.0,14.0,Pacific,1499.0,2.0,2004 0910 1822,0.0,X,X,124.0,BUS STOP,,,IC,Invest Cont,Crimes against Public Order
11100    HESBY                        ST,,34.1618,-118.3734,06/15/2020 12:00:00 AM,06/15/2020 12:00:00 AM,1230.0,15.0,N Hollywood,1555.0,2.0,2004 0416,23.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
3300 W  66TH                         ST,,33.9797,-118.3294,09/07/2022 12:00:00 AM,01/07/2020 12:00:00 AM,35.0,12.0,77th Street,1241.0,2.0,,73.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Fraud and White-Collar Crimes
9300    GLENOAKS                     BL,,34.2375,-118.3745,02/10/2020 12:00:00 AM,02/07/2020 12:00:00 AM,100.0,16.0,Foothill,1665.0,1.0,,0.0,,,108.0,PARKING LOT,,,IC,Invest Cont,Property Crimes
7700    LOMA VERDE                   AV,,34.2106,-118.5896,04/24/2020 12:00:00 AM,04/24/2020 12:00:00 AM,1500.0,21.0,Topanga,2126.0,2.0,1813,41.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Crimes against Public Order
10300    TENNESSEE                    AV,,34.0508,-118.415,03/20/2020 12:00:00 AM,03/19/2020 12:00:00 AM,200.0,8.0,West LA,847.0,1.0,1606 0344 1822,21.0,M,W,104.0,DRIVEWAY,,,IC,Invest Cont,Property Crimes
9700    LAUREL CANYON                BL,,34.2459,-118.4185,02/10/2020 12:00:00 AM,02/09/2020 12:00:00 AM,2012.0,16.0,Foothill,1651.0,1.0,0344 1822 0325,0.0,F,O,404.0,DEPARTMENT STORE,,,IC,Invest Cont,Property Crimes
14100    VANOWEN                      ST,,34.1976,-118.4443,12/19/2020 12:00:00 AM,12/18/2020 12:00:00 AM,1700.0,9.0,Van Nuys,915.0,1.0,,0.0,,,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,Property Crimes
6600    BALBOA                       BL,,34.1908,-118.5011,09/22/2020 12:00:00 AM,09/22/2020 12:00:00 AM,2330.0,10.0,West Valley,1028.0,2.0,0400 1258 0913 1251 2002 0522,13.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,Crimes against Persons
VICTORY,SYLMAR,34.1867,-118.4465,04/02/2020 12:00:00 AM,04/02/2020 12:00:00 AM,1545.0,9.0,Van Nuys,926.0,2.0,2004 0416 1420,35.0,M,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
MELROSE,FULLER,34.0836,-118.3498,02/03/2020 12:00:00 AM,02/03/2020 12:00:00 AM,1610.0,7.0,Wilshire,702.0,1.0,1822 0334 0355,28.0,M,B,103.0,ALLEY,102.0,HAND GUN,IC,Invest Cont,Property Crimes
2000    YOSEMITE                     DR,,34.1343,-118.211,08/01/2020 12:00:00 AM,07/31/2020 12:00:00 AM,1950.0,11.0,Northeast,1117.0,2.0,0329 0561,68.0,M,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,Property Crimes
1200 E  VERNON                       AV,,34.006,-118.2513,03/06/2020 12:00:00 AM,03/04/2020 12:00:00 AM,300.0,13.0,Newton,1346.0,2.0,0329 1609,54.0,F,A,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,Property Crimes
18500    VENTURA                      BL,,34.1687,-118.5359,05/13/2020 12:00:00 AM,05/13/2020 12:00:00 AM,523.0,10.0,West Valley,1063.0,1.0,1822 0344 1420 0209 0202 0206,0.0,M,W,406.0,OTHER STORE,,,IC,Invest Cont,Property Crimes
2900    BULLARD                      AV,,34.0787,-118.1674,01/26/2020 12:00:00 AM,01/26/2020 12:00:00 AM,2120.0,4.0,Hollenbeck,438.0,2.0,0913 2000 1821 1241 0400,32.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
4000    URSULA                       AV,,34.0127,-118.3525,06/25/2020 12:00:00 AM,06/25/2020 12:00:00 AM,1021.0,3.0,Southwest,361.0,2.0,0913 0444 0416 0446 1309,20.0,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
4900    CRENSHAW                     BL,,33.9993,-118.3307,05/17/2021 12:00:00 AM,08/01/2020 12:00:00 AM,1440.0,3.0,Southwest,392.0,1.0,0344,29.0,M,B,202.0,LIQUOR STORE,,,IC,Invest Cont,Property Crimes
2100    BAGLEY                       AV,,34.0413,-118.3919,11/26/2020 12:00:00 AM,11/26/2020 12:00:00 AM,2200.0,8.0,West LA,887.0,1.0,1822 1609 1202,65.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Property Crimes
500 W  127TH                        ST,,33.9176,-118.2836,11/17/2020 12:00:00 AM,11/17/2020 12:00:00 AM,300.0,18.0,Southeast,1831.0,1.0,,0.0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,Property Crimes
1000 E  43RD                         ST,,34.0057,-118.2581,01/26/2022 12:00:00 AM,12/25/2020 12:00:00 AM,2200.0,13.0,Newton,1353.0,2.0,0527 1259 0940 0533 0913,16.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,Violent Crimes
WITMER,INGRAHAM,34.0538,-118.2667,08/21/2020 12:00:00 AM,08/21/2020 12:00:00 AM,830.0,2.0,Rampart,257.0,1.0,0344 1601 0329,50.0,F,H,101.0,STREET,,,IC,Invest Cont,Property Crimes
100 W  41ST                         PL,,34.0082,-118.274,10/26/2020 12:00:00 AM,10/25/2020 12:00:00 AM,1510.0,13.0,Newton,1351.0,1.0,0302 0334 1300 1822 0906,4.0,F,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,Violent Crimes
8TH,MARIPOSA,34.0577,-118.2987,05/31/2020 12:00:00 AM,05/31/2020 12:00:00 AM,1700.0,20.0,Olympic,2045.0,2.0,0913 2000 1206 0444 1310 1311 1820 0361,52.0,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
8400    BEVERLY                      BL,,34.0761,-118.3737,09/19/2020 12:00:00 AM,09/19/2020 12:00:00 AM,1930.0,7.0,Wilshire,722.0,1.0,1822 1300 0344,28.0,M,B,108.0,PARKING LOT,,,IC,Invest Cont,Property Crimes
13500    KISMET                       AV,,34.3175,-118.4271,07/03/2020 12:00:00 AM,07/03/2020 12:00:00 AM,1300.0,19.0,Mission,1906.0,2.0,1813 2000 0416 0913,19.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,Violent Crimes
1500 E  112TH                        ST,,33.9332,-118.2485,10/13/2023 12:00:00 AM,08/23/2020 12:00:00 AM,1.0,18.0,Southeast,1846.0,2.0,1822 0100 0344,32.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Fraud and White-Collar Crimes
1300 W  46TH                         ST,,34.0017,-118.298,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,300.0,12.0,77th Street,1204.0,2.0,0329,27.0,F,B,104.0,DRIVEWAY,,,IC,Invest Cont,Property Crimes
1400 N  DETROIT                      ST,,34.0962,-118.3452,09/09/2020 12:00:00 AM,09/09/2020 12:00:00 AM,1220.0,6.0,Hollywood,644.0,1.0,1300 0344 2004,55.0,M,O,101.0,STREET,,,AA,Adult Arrest,Property Crimes
14600    ARMINTA                      ST,,34.2135,-118.4515,08/02/2020 12:00:00 AM,07/20/2020 12:00:00 AM,124.0,19.0,Mission,1995.0,1.0,,0.0,M,X,702.0,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,Property Crimes
17000    PACIFIC COAST                HY,,34.0394,-118.5505,09/16/2020 12:00:00 AM,09/16/2020 12:00:00 AM,730.0,8.0,West LA,821.0,2.0,1501,43.0,M,W,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,Crimes against Public Order
10700    HORTENSE                     ST,,34.1548,-118.3637,01/04/2021 12:00:00 AM,12/30/2020 12:00:00 AM,1545.0,15.0,N Hollywood,1557.0,1.0,1300 0344,46.0,M,W,101.0,STREET,,,IC,Invest Cont,Property Crimes
500 W  38TH                         ST,,33.7096,-118.2885,11/18/2020 12:00:00 AM,11/18/2020 12:00:00 AM,1900.0,5.0,Harbor,587.0,1.0,0447 0354 0419 0344 0416 0913 1814 2000,20.0,F,H,503.0,HOTEL,306.0,ROCK/THROWN OBJECT,IC,Invest Cont,Property Crimes
7TH,KINGSLEY,34.0597,-118.3031,03/17/2020 12:00:00 AM,03/15/2020 12:00:00 AM,300.0,20.0,Olympic,2034.0,1.0,,0.0,,,101.0,STREET,,,AO,Adult Other,Property Crimes
2200 W  WASHINGTON                   BL,,34.0418,-118.3134,07/18/2020 12:00:00 AM,07/18/2020 12:00:00 AM,1540.0,20.0,Olympic,2081.0,2.0,0913 0561 0342 0444 0304 1242 1202 1822,63.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
1500 W  37TH                         PL,,34.02,-118.304,07/31/2020 12:00:00 AM,07/30/2020 12:00:00 AM,2130.0,3.0,Southwest,356.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
14600    DICKENS                      ST,,34.1504,-118.4518,07/16/2020 12:00:00 AM,07/16/2020 12:00:00 AM,900.0,9.0,Van Nuys,984.0,1.0,,0.0,,,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,Property Crimes
1400    LOGAN                        ST,,34.0784,-118.2577,03/03/2020 12:00:00 AM,03/03/2020 12:00:00 AM,1400.0,11.0,Northeast,1183.0,2.0,2004,0.0,F,W,729.0,SPECIALTY SCHOOL/OTHER,,,IC,Invest Cont,Crimes against Public Order
COCHRAN                      AV,WILSHIRE,34.0623,-118.3472,08/05/2020 12:00:00 AM,07/27/2020 12:00:00 AM,1500.0,7.0,Wilshire,745.0,2.0,1300 0329,37.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Property Crimes
WESTMINSTER                  AV,6TH,33.9954,-118.4649,07/17/2020 12:00:00 AM,07/14/2020 12:00:00 AM,1800.0,14.0,Pacific,1414.0,1.0,0343 0385 1300,29.0,F,W,101.0,STREET,,,IC,Invest Cont,Property Crimes
200 E  81ST                         ST,,33.9662,-118.2717,07/08/2021 12:00:00 AM,12/26/2020 12:00:00 AM,200.0,12.0,77th Street,1268.0,1.0,0913 0537 1259 1251 0448 0527 0422,15.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
1800    BEVERLY                      BL,,34.0652,-118.267,01/11/2021 12:00:00 AM,01/08/2020 12:00:00 AM,1400.0,2.0,Rampart,236.0,2.0,0329 1307,0.0,M,W,108.0,PARKING LOT,,,IC,Invest Cont,Property Crimes
1000 E  ADAMS                        BL,,34.0193,-118.2562,04/15/2020 12:00:00 AM,04/15/2020 12:00:00 AM,1700.0,13.0,Newton,1323.0,1.0,0345 0325 0104 0220,0.0,M,O,403.0,DRUG STORE,,,IC,Invest Cont,Property Crimes
300 E  105TH                        ST,,33.941,-118.2695,10/08/2020 12:00:00 AM,10/08/2020 12:00:00 AM,2330.0,18.0,Southeast,1834.0,2.0,0329 0913,0.0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,Property Crimes
3400    MAPLE                        AV,,34.0164,-118.2699,10/15/2020 12:00:00 AM,10/14/2020 12:00:00 AM,1215.0,13.0,Newton,1342.0,2.0,1501,28.0,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,Crimes against Public Order
1700    GLENDALE                     BL,,34.0858,-118.2599,07/14/2020 12:00:00 AM,06/16/2020 12:00:00 AM,1240.0,11.0,Northeast,1183.0,1.0,1202 0397 0358 0344 1822 0352 1221,67.0,F,W,221.0,PUBLIC STORAGE,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,Property Crimes
10200    HAYVENHURST                  AV,,34.2557,-118.4936,01/08/2020 12:00:00 AM,01/07/2020 12:00:00 AM,2100.0,17.0,Devonshire,1757.0,1.0,1307 0344 0321 1609,22.0,F,H,101.0,STREET,,,IC,Invest Cont,Property Crimes
13900    BESSEMER                     ST,,34.1812,-118.4356,08/13/2020 12:00:00 AM,08/04/2020 12:00:00 AM,1730.0,9.0,Van Nuys,937.0,2.0,0344 0800 1822,50.0,M,H,119.0,"PORCH, RESIDENTIAL",,,IC,Invest Cont,Fraud and White-Collar Crimes
100    WINDWARD                     AV,,33.9877,-118.4723,09/24/2020 12:00:00 AM,09/23/2020 12:00:00 AM,1700.0,14.0,Pacific,1431.0,2.0,0329,0.0,X,X,101.0,STREET,,,IC,Invest Cont,Property Crimes
1200 S  ARDMORE                      AV,,34.0472,-118.3021,10/03/2020 12:00:00 AM,10/01/2020 12:00:00 AM,2300.0,20.0,Olympic,2064.0,1.0,0344 1822 1606,58.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Property Crimes
9000    CORBIN                       AV,,34.2341,-118.5623,07/18/2020 12:00:00 AM,07/17/2020 12:00:00 AM,1435.0,17.0,Devonshire,1764.0,1.0,0209 0216 0325 1300 0344 1501,0.0,X,X,248.0,CELL PHONE STORE,,,IC,Invest Cont,Property Crimes
1600 W  CENTURY                      BL,,33.9486,-118.3094,11/03/2020 12:00:00 AM,11/03/2020 12:00:00 AM,2330.0,12.0,77th Street,1283.0,2.0,2000 1814 1813 0416,60.0,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
3500    VALLEY                       BL,,34.07,-118.1998,09/18/2020 12:00:00 AM,09/18/2020 12:00:00 AM,2000.0,4.0,Hollenbeck,424.0,2.0,1202 1218 1822 0416 1402,71.0,M,H,109.0,PARK/PLAYGROUND,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
200 S  RIMPAU                       BL,,34.0689,-118.3303,10/12/2020 12:00:00 AM,10/09/2020 12:00:00 AM,1630.0,7.0,Wilshire,729.0,1.0,1601 1606 0344,44.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Property Crimes
800 W  73RD                         ST,,33.9737,-118.2871,04/17/2020 12:00:00 AM,04/16/2020 12:00:00 AM,1900.0,12.0,77th Street,1256.0,2.0,0329 1822,49.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Property Crimes
2300 W  WASHINGTON                   BL,,34.0418,-118.3134,04/18/2020 12:00:00 AM,04/18/2020 12:00:00 AM,200.0,20.0,Olympic,2081.0,1.0,0344 0358 0397 1822,0.0,X,X,118.0,CONSTRUCTION SITE,,,IC,Invest Cont,Property Crimes
3700    BROADLAWN                    DR,,34.1308,-118.3591,04/21/2021 12:00:00 AM,03/12/2020 12:00:00 AM,1300.0,15.0,N Hollywood,1599.0,2.0,,43.0,M,W,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,Crimes against Public Order
1400    AMBASSADOR                   ST,,34.0534,-118.404,04/12/2020 12:00:00 AM,04/12/2020 12:00:00 AM,1820.0,8.0,West LA,886.0,2.0,1501,18.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,Crimes against Public Order
600 S  CORONADO                     ST,,34.0628,-118.2811,03/25/2023 12:00:00 AM,07/01/2020 12:00:00 AM,2305.0,2.0,Rampart,251.0,2.0,0922 1822 0100,37.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Fraud and White-Collar Crimes
1600 W  FLORENCE                     AV,,33.979,-118.3112,04/25/2020 12:00:00 AM,04/25/2020 12:00:00 AM,1930.0,12.0,77th Street,1243.0,2.0,0913 0444,22.0,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
7100    VINELAND                     AV,,34.2027,-118.3745,09/07/2020 12:00:00 AM,09/07/2020 12:00:00 AM,1215.0,15.0,N Hollywood,1506.0,2.0,0329 1307,14.0,M,O,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,Property Crimes
9200    GLENOAKS                     BL,,34.236,-118.3729,07/02/2020 12:00:00 AM,06/22/2020 12:00:00 AM,700.0,16.0,Foothill,1675.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
15600    HILLVIEW                     LN,,34.2808,-118.474,06/29/2020 12:00:00 AM,06/29/2020 12:00:00 AM,1430.0,17.0,Devonshire,1709.0,1.0,0202 1606 1300 1822 1309 0352 0344 1402,30.0,M,X,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,Property Crimes
6900 N  SEPULVEDA                    BL,,34.1957,-118.4662,11/25/2020 12:00:00 AM,11/07/2020 12:00:00 AM,1000.0,9.0,Van Nuys,914.0,2.0,0100 1822,57.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Fraud and White-Collar Crimes
11200    VENICE                       BL,,34.0125,-118.4178,10/21/2020 12:00:00 AM,10/17/2020 12:00:00 AM,1630.0,14.0,Pacific,1437.0,1.0,,0.0,,,108.0,PARKING LOT,,,IC,Invest Cont,Property Crimes
1600 N  FRIES                        AV,,33.7953,-118.2661,04/07/2020 12:00:00 AM,04/07/2020 12:00:00 AM,1200.0,5.0,Harbor,515.0,2.0,0432 0444 0561 0913 1202 1242 0602,65.0,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
9300    SUNLAND PARK                 DR,,34.2397,-118.3661,02/19/2020 12:00:00 AM,02/19/2020 12:00:00 AM,2000.0,16.0,Foothill,1667.0,1.0,0302 0334 1822,41.0,F,H,108.0,PARKING LOT,101.0,REVOLVER,AO,Adult Other,Violent Crimes
25800    VERMONT                      AV,,33.7895,-118.2934,08/11/2020 12:00:00 AM,07/29/2020 12:00:00 AM,1800.0,5.0,Harbor,513.0,1.0,,0.0,,,108.0,PARKING LOT,,,AA,Adult Arrest,Property Crimes
5800    VIRGINIA                     AV,,34.0918,-118.3157,03/19/2020 12:00:00 AM,03/19/2020 12:00:00 AM,2200.0,6.0,Hollywood,667.0,2.0,0408 2000 0400,32.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
11400    EVERS                        AV,,33.9311,-118.2472,01/29/2020 12:00:00 AM,01/29/2020 12:00:00 AM,715.0,18.0,Southeast,1846.0,2.0,0400 0444 0913 1814 2000,44.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
21200    HOBART                       BL,,33.8355,-118.3077,09/30/2020 12:00:00 AM,09/30/2020 12:00:00 AM,2030.0,5.0,Harbor,506.0,2.0,0329 1300,38.0,F,A,122.0,"VEHICLE, PASSENGER/TRUCK",,,AO,Adult Other,Property Crimes
2600    JAMES M WOOD                 BL,,34.0559,-118.2842,08/04/2020 12:00:00 AM,08/04/2020 12:00:00 AM,1500.0,20.0,Olympic,2049.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
11400    MENLO                        AV,,33.931,-118.2893,02/03/2020 12:00:00 AM,02/03/2020 12:00:00 AM,1000.0,18.0,Southeast,1861.0,2.0,0913 0602 0319 0400 1202 0416 1402 0562,71.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,Violent Crimes
9600    FOOTHILL                     BL,,34.2733,-118.3389,07/05/2020 12:00:00 AM,07/04/2020 12:00:00 AM,2100.0,16.0,Foothill,1636.0,1.0,1607 1307 0344,0.0,M,W,708.0,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,Property Crimes
